"ano","id_municipio","bioma","area_total","desmatado","populacao","bovinos","area_colhida_total","pib","precipitacao_media_anual","temperatura_media_anual","pib_per_capita"
2010,1100148,"Amazônia",1704.01891,1280.2,19874,125810,7687,173651000,3.66,25.29,8737.59686021938
2011,1100148,"Amazônia",1704.01891,1285,19882,129261,7678,188992000,3.39,25.17,9505.68353284378
2012,1100148,"Amazônia",1704.01891,1287.2,19891,143846,15284,215982000,4.01,25.15,10858.2776129908
2013,1100148,"Amazônia",1704.01891,1289,21427,154298,11296,230676000,5.08,24.65,10765.6694824287
2014,1100148,"Amazônia",1704.01891,1291,21511,168979,11294,257255000,4.47,24.93,11959.2301613128
2015,1100148,"Amazônia",1704.01891,1292.3,21592,179418,10330,272574000,2.55,25.57,12623.8421637644
2016,1100148,"Amazônia",1704.01891,1294.4,21670,197814,10333,307760000,3.96,25.2,14202.1227503461
2017,1100148,"Amazônia",1704.01891,1297.6,21747,209837,10230,345425000,3.88,25.18,15883.8000643767
2018,1100148,"Amazônia",1704.01891,1298.7,20459,226734,10724,345779000,3.75,24.6,16901.07043355
2019,1100148,"Amazônia",1704.01891,1304.3,20474,219631,10725,359625000,4.9,23.91,17564.9604376282
2020,1100148,"Amazônia",1704.01891,1308.2,20489,230251,10694,403373000,NA,NA,19687.2956220411
2021,1100148,"Amazônia",1704.01891,1310.6,20504,226852,12427,548734000,NA,NA,26762.2902848225
2022,1100148,"Amazônia",1704.01891,1312.4,17355,268156,12218,NA,NA,NA,NA
2023,1100148,"Amazônia",1704.01891,1315.7,NA,NA,NA,NA,NA,NA,NA
2004,1100155,"Amazônia",1979.8864,1716.2,40735,351553,6583,264994000,5.34,25.28,6505.31483981834
2005,1100155,"Amazônia",1979.8864,1719.5,40757,359948,6919,289682000,3.15,25.01,7107.53980911255
2006,1100155,"Amazônia",1979.8864,1720.6,40735,357020,6563,289192000,7.2,24.8,7099.34945378667
2007,1100155,"Amazônia",1979.8864,1723.8,36040,331059,6565,319107000,3.42,24.83,8854.24528301887
2008,1100155,"Amazônia",1979.8864,1725.1,37142,332295,6654,400931000,4.52,24.97,10794.5452587367
2009,1100155,"Amazônia",1979.8864,1725.6,36725,331503,6214,399690000,5.02,24.72,10883.3219877468
2010,1100155,"Amazônia",1979.8864,1725.6,37928,336278,6150,477501000,4.38,25.38,12589.6699008648
2011,1100155,"Amazônia",1979.8864,1725.8,37701,340610,6135,507790000,3.93,25.31,13468.8735046816
2012,1100155,"Amazônia",1979.8864,1726.4,37482,349716,10166,527990000,4.39,25.3,14086.4948508617
2013,1100155,"Amazônia",1979.8864,1727,40099,345353,2194,556443000,4.96,24.6,13876.7300930198
2014,1100155,"Amazônia",1979.8864,1727.3,40010,355206,2355,600734000,4.35,24.87,15014.5963509123
2015,1100155,"Amazônia",1979.8864,1727.5,39924,354303,2307,633050000,2.61,25.47,15856.3771165214
2016,1100155,"Amazônia",1979.8864,1735.8,39840,358450,2179,711121000,4.06,25.35,17849.422690763
2017,1100155,"Amazônia",1979.8864,1769.6,39759,373707,1713,762112000,3.1,25.15,19168.2889408687
2018,1100155,"Amazônia",1979.8864,1793.3,36340,370751,1312,807497000,3.65,24.54,22220.6108970831
2019,1100155,"Amazônia",1979.8864,1815.9,36035,356573,1770,834959000,4.5,24.58,23170.7784098793
2020,1100155,"Amazônia",1979.8864,1824.5,35737,356886,1765,885132000,NA,NA,24767.9435878781
2021,1100155,"Amazônia",1979.8864,1832.1,35445,361116,1750,985868000,NA,NA,27814.0217237974
2022,1100155,"Amazônia",1979.8864,1834.7,36753,406601,1807,NA,NA,NA,NA
2023,1100155,"Amazônia",1979.8864,1837.6,NA,NA,NA,NA,NA,NA,NA
2004,1100189,"Amazônia",6240.96819,2118.9,31416,316283,792,264273000,5.45,25.19,8412.05118411001
2005,1100189,"Amazônia",6240.96819,2223.2,31466,297306,677,308139000,3.52,24.6,9792.76043983983
2006,1100189,"Amazônia",6240.96819,2244.6,31415,246197,800,311876000,4.79,24.41,9927.61419703963
2007,1100189,"Amazônia",6240.96819,2288.1,32893,220755,801,336934000,4.32,24.74,10243.3344480589
2008,1100189,"Amazônia",6240.96819,2331.5,33803,231645,878,419978000,3.98,24.66,12424.2818684732
2009,1100189,"Amazônia",6240.96819,2345.5,33984,234393,820,471876000,3.91,24.45,13885.2401129944
2010,1100189,"Amazônia",6240.96819,2349.6,33822,238284,742,540862000,4.02,25.16,15991.425699249
2011,1100189,"Amazônia",6240.96819,2353.9,33981,241637,610,602732000,2.68,24.94,17737.3237985933
2012,1100189,"Amazônia",6240.96819,2386.5,34135,237865,395,687732000,3.17,24.77,20147.4146770177
2013,1100189,"Amazônia",6240.96819,2393,36939,248692,386,755542000,4.54,24.16,20453.775142803
2014,1100189,"Amazônia",6240.96819,2396.8,37230,253103,338,837925000,4.48,24.54,22506.715014773
2015,1100189,"Amazônia",6240.96819,2403.4,37512,269375,304,906443000,2.32,24.97,24164.0808274685
2016,1100189,"Amazônia",6240.96819,2413.6,37786,287288,305,1000682000,4.17,24.91,26482.8772561266
2017,1100189,"Amazônia",6240.96819,2434.5,38051,287642,256,1050682000,4.28,24.69,27612.4674778587
2018,1100189,"Amazônia",6240.96819,2454.2,36434,293633,292,1129770000,3.72,24.13,31008.6732173245
2019,1100189,"Amazônia",6240.96819,2474.6,36660,304879,294,1164694000,4.01,24.68,31770.1582105837
2020,1100189,"Amazônia",6240.96819,2491.9,36881,312938,247,1361160000,NA,NA,36906.8083837206
2021,1100189,"Amazônia",6240.96819,2525,37098,318608,230,1642516000,NA,NA,44275.0552590436
2022,1100189,"Amazônia",6240.96819,2540,37464,388946,261,NA,NA,NA,NA
2023,1100189,"Amazônia",6240.96819,2555.3,NA,NA,NA,NA,NA,NA,NA
2004,1100205,"Amazônia",34090.35627,5795.5,380884,426479,2269,3388128000,4.52,25.9,8895.43273017507
2005,1100205,"Amazônia",34090.35627,6446,373917,539067,2581,3801042000,4.18,26.04,10165.4698770048
2006,1100205,"Amazônia",34090.35627,6804.5,380974,579892,2014,4093384000,6.14,25.57,10744.5232483057
2007,1100205,"Amazônia",34090.35627,7230.9,369345,567948,1681,4474812000,3.76,25.45,12115.5342565894
2008,1100205,"Amazônia",34090.35627,7440,379186,608664,2246,5267602000,4.92,25.54,13891.8683706677
2009,1100205,"Amazônia",34090.35627,7543.9,382829,617901,2368,6841953000,6.35,25.51,17872.086492925
2010,1100205,"Amazônia",34090.35627,7676.8,428527,609860,2368,9093824000,4.24,25.9,21221.1225897085
2011,1100205,"Amazônia",34090.35627,7995.7,435732,679837,1721,11139255000,4.34,25.89,25564.4639365482
2012,1100205,"Amazônia",34090.35627,8188.7,442701,707405,5523,11970877000,5.15,25.9,27040.5465539947
2013,1100205,"Amazônia",34090.35627,8493.8,484992,711903,10224,11699707000,4.27,25.55,24123.5051299815
2014,1100205,"Amazônia",34090.35627,8715.7,494013,741165,9872,12793026000,3.87,25.35,25896.1322880167
2015,1100205,"Amazônia",34090.35627,9001,502748,834570,10288,13970352000,2.92,25.96,27787.9812550224
2016,1100205,"Amazônia",34090.35627,9306.3,511219,900419,14554,14751261000,3.7,26.09,28855.07189678
2017,1100205,"Amazônia",34090.35627,9653.1,519436,969745,9693,16974627000,4.34,25.93,32678.957561663
2018,1100205,"Amazônia",34090.35627,10031.2,519531,1043523,6198,16655670000,4.25,25.48,32059.0494118734
2019,1100205,"Amazônia",34090.35627,10443.9,529544,1141763,6196,17906443000,3.98,25.42,33814.835027873
2020,1100205,"Amazônia",34090.35627,10893.5,539354,1267441,7862,19446740000,NA,NA,36055.6146797836
2021,1100205,"Amazônia",34090.35627,11512.8,548952,1353947,8386,20059522000,NA,NA,36541.4863230301
2022,1100205,"Amazônia",34090.35627,12064,461748,1685258,7580,NA,NA,NA,NA
2023,1100205,"Amazônia",34090.35627,12327.7,NA,NA,NA,NA,NA,NA,NA
2004,1100254,"Amazônia",1759.38438,1577.6,25314,288775,4129,130513000,5.39,25.45,5155.76360907008
2005,1100254,"Amazônia",1759.38438,1584,25473,286266,3855,146979000,3.15,25.05,5769.99175597692
2006,1100254,"Amazônia",1759.38438,1585.8,25313,288162,3846,151891000,6.22,24.85,6000.51357010232
2007,1100254,"Amazônia",1759.38438,1586.8,22197,265162,3941,159520000,3.25,24.94,7186.55674190206
2008,1100254,"Amazônia",1759.38438,1590.3,22896,269672,2914,196550000,3.63,25.07,8584.46890286513
2009,1100254,"Amazônia",1759.38438,1592.1,22519,275768,3001,216194000,3.98,24.72,9600.51512056486
2010,1100254,"Amazônia",1759.38438,1592.2,22319,285603,2960,235589000,4.26,25.47,10555.5356422779
2011,1100254,"Amazônia",1759.38438,1592.9,22008,286207,1768,250510000,3.37,25.38,11382.6790258088
2012,1100254,"Amazônia",1759.38438,1593,21709,290539,3353,278269000,3.78,25.28,12818.1399419596
2013,1100254,"Amazônia",1759.38438,1593.5,23017,292905,1153,292636000,5.29,24.56,12713.9071121345
2014,1100254,"Amazônia",1759.38438,1594.2,22783,304972,797,334713000,4.73,24.92,14691.3488127112
2015,1100254,"Amazônia",1759.38438,1594.5,22557,317417,820,359302000,2.53,25.48,15928.6252604513
2016,1100254,"Amazônia",1759.38438,1595.1,22337,333301,730,388308000,4.04,25.36,17384.0712718807
2017,1100254,"Amazônia",1759.38438,1595.7,22124,346128,905,410136000,4.28,25.18,18538.0582173206
2018,1100254,"Amazônia",1759.38438,1596.1,19409,346773,783,418683000,4.12,24.56,21571.5904992529
2019,1100254,"Amazônia",1759.38438,1597.1,18986,337316,877,427885000,4.49,24.81,22536.8692720952
2020,1100254,"Amazônia",1759.38438,1597.8,18571,349255,877,464090000,NA,NA,24990.0382316515
2021,1100254,"Amazônia",1759.38438,1598.9,18165,358271,863,559990000,NA,NA,30827.9658684283
2022,1100254,"Amazônia",1759.38438,1599.4,19316,397524,707,NA,NA,NA,NA
2023,1100254,"Amazônia",1759.38438,1600.4,NA,NA,NA,NA,NA,NA,NA
2004,1100262,"Amazônia",1728.60593,982.3,3602,130770,1943,22353000,5.24,25.53,6205.71904497501
2005,1100262,"Amazônia",1728.60593,1017.4,3501,136632,1965,24700000,3.83,25.39,7055.12710654099
2006,1100262,"Amazônia",1728.60593,1027.6,3603,142798,2077,27237000,6.81,25.06,7559.53372189842
2007,1100262,"Amazônia",1728.60593,1040.8,3174,136467,2048,28672000,3.36,25.03,9033.39634530561
2008,1100262,"Amazônia",1728.60593,1048,3260,138051,2104,37220000,4.82,25.17,11417.1779141104
2009,1100262,"Amazônia",1728.60593,1053.8,3290,133964,2144,40075000,4.9,25.1,12180.8510638298
2010,1100262,"Amazônia",1728.60593,1055.9,3316,131458,1922,41934000,2.84,25.65,12645.958986731
2011,1100262,"Amazônia",1728.60593,1058.6,3345,129382,2278,48230000,3.5,25.53,14418.5351270553
2012,1100262,"Amazônia",1728.60593,1062,3374,121950,2416,56106000,3.8,25.65,16628.927089508
2013,1100262,"Amazônia",1728.60593,1067.2,3666,118342,1556,63732000,4.55,25.07,17384.6153846154
2014,1100262,"Amazônia",1728.60593,1071.8,3709,124086,1295,74698000,3.77,25.07,20139.6602857913
2015,1100262,"Amazônia",1728.60593,1080.4,3750,120699,1222,78522000,2.67,25.74,20939.2
2016,1100262,"Amazônia",1728.60593,1089.6,3790,123673,1015,90904000,4.51,25.7,23985.2242744063
2017,1100262,"Amazônia",1728.60593,1097.6,3829,126550,895,105272000,3.87,25.57,27493.3402977279
2018,1100262,"Amazônia",1728.60593,1103.8,3723,123522,576,102476000,4.23,24.92,27525.1141552511
2019,1100262,"Amazônia",1728.60593,1114.5,3764,124462,569,111100000,4.44,24.86,29516.4718384697
2020,1100262,"Amazônia",1728.60593,1120.7,3804,120602,350,133557000,NA,NA,35109.6214511041
2021,1100262,"Amazônia",1728.60593,1129,3843,123859,222,184430000,NA,NA,47991.1527452511
2022,1100262,"Amazônia",1728.60593,1133.1,3476,136542,282,NA,NA,NA,NA
2023,1100262,"Amazônia",1728.60593,1136.2,NA,NA,NA,NA,NA,NA,NA
2004,1100288,"Amazônia",1455.7256,1288.7,49902,237784,5860,334869000,5.09,25.41,6710.5326439822
2005,1100288,"Amazônia",1455.7256,1303.4,49522,245576,5308,388188000,3.66,24.98,7838.69795242518
2006,1100288,"Amazônia",1455.7256,1305.3,49907,235513,5377,407840000,5.7,24.83,8171.99991985092
2007,1100288,"Amazônia",1455.7256,1307.8,48894,217321,5371,466023000,3.99,24.99,9531.29218308995
2008,1100288,"Amazônia",1455.7256,1311,50249,217633,4734,590513000,3.96,25.03,11751.7363529622
2009,1100288,"Amazônia",1455.7256,1311.2,50499,222679,4632,570998000,3.88,24.69,11307.1149923761
2010,1100288,"Amazônia",1455.7256,1311.4,50648,223627,4549,627848000,3.95,25.39,12396.3039014374
2011,1100288,"Amazônia",1455.7256,1312.1,50899,227932,3757,756305000,2.96,25.23,14858.9363248787
2012,1100288,"Amazônia",1455.7256,1313.2,51142,230908,3471,845500000,3.42,25.12,16532.3999843573
2013,1100288,"Amazônia",1455.7256,1313.8,55357,226115,3297,926089000,5.01,24.51,16729.3928500461
2014,1100288,"Amazônia",1455.7256,1314.3,55807,235862,2819,1024962000,4.63,24.87,18366.1906212482
2015,1100288,"Amazônia",1455.7256,1314.6,56242,247957,2898,1082400000,2.48,25.44,19245.4037907614
2016,1100288,"Amazônia",1455.7256,1314.9,56664,235599,3053,1197691000,4.11,25.21,21136.7181985035
2017,1100288,"Amazônia",1455.7256,1317.2,57074,244242,2922,1304503000,4.55,25.05,22856.344394996
2018,1100288,"Amazônia",1455.7256,1319,54702,234930,2703,1291476000,4.08,24.44,23609.3013052539
2019,1100288,"Amazônia",1455.7256,1321.6,55058,238803,2718,1281314000,3.67,24.63,23272.0767190962
2020,1100288,"Amazônia",1455.7256,1322.6,55407,238534,2671,1403499000,NA,NA,25330.7163354811
2021,1100288,"Amazônia",1455.7256,1323.9,55748,238493,2948,1565194000,NA,NA,28076.2359187774
2022,1100288,"Amazônia",1455.7256,1325.8,57180,273390,3097,NA,NA,NA,NA
2023,1100288,"Amazônia",1455.7256,1327.4,NA,NA,NA,NA,NA,NA,NA
2004,1100296,"Amazônia",1193.70649,942.1,11068,178574,2672,58189000,5.09,25.36,5257.40874593422
2005,1100296,"Amazônia",1193.70649,960.5,11149,178705,2487,62508000,3.66,24.93,5606.60148892277
2006,1100296,"Amazônia",1193.70649,963.1,11067,172555,2162,65969000,5.7,24.8,5960.87467244962
2007,1100296,"Amazônia",1193.70649,966.3,9264,154431,2149,69961000,3.99,24.97,7551.92141623489
2008,1100296,"Amazônia",1193.70649,969.9,9566,157892,1955,85683000,3.96,24.98,8957.03533347272
2009,1100296,"Amazônia",1193.70649,970.8,9348,169958,1910,89832000,3.88,24.66,9609.75609756098
2010,1100296,"Amazônia",1193.70649,971.4,8886,166146,1922,98818000,3.95,25.33,11120.6392077425
2011,1100296,"Amazônia",1193.70649,971.6,8677,168145,2015,109366000,2.96,25.17,12604.1258499481
2012,1100296,"Amazônia",1193.70649,973.9,8476,172502,2949,122449000,3.42,25.06,14446.5549787636
2013,1100296,"Amazônia",1193.70649,974.3,8887,166641,2954,125662000,5.01,24.49,14139.979745696
2014,1100296,"Amazônia",1193.70649,974.6,8706,168280,1032,132906000,4.63,24.84,15266.0234321158
2015,1100296,"Amazônia",1193.70649,975.2,8532,175488,822,135949000,2.48,25.4,15934.0131270511
2016,1100296,"Amazônia",1193.70649,975.7,8362,167818,625,149255000,4.11,25.15,17849.1987562784
2017,1100296,"Amazônia",1193.70649,976.2,8198,174700,562,153096000,4.55,25,18674.7987313979
2018,1100296,"Amazônia",1193.70649,977,6781,176864,350,146269000,4.08,24.4,21570.4173425748
2019,1100296,"Amazônia",1193.70649,978.5,6495,173169,385,142638000,4.13,23.77,21961.2009237875
2020,1100296,"Amazônia",1193.70649,979.3,6216,180501,538,156765000,NA,NA,25219.5945945946
2021,1100296,"Amazônia",1193.70649,980.3,5942,182047,1011,213556000,NA,NA,35940.087512622
2022,1100296,"Amazônia",1193.70649,980.5,7394,197058,1010,NA,NA,NA,NA
2023,1100296,"Amazônia",1193.70649,980.6,NA,NA,NA,NA,NA,NA,NA
2004,1100304,"Amazônia",8986.33902,1130.9,65785,121352,146,697750000,5.85,24.54,10606.5212434446
2005,1100304,"Amazônia",8986.33902,1179.6,63947,116426,139,802054000,4.76,23.73,12542.4804916572
2006,1100304,"Amazônia",8986.33902,1195.2,65807,113245,137,816425000,5.43,23.47,12406.3549470421
2007,1100304,"Amazônia",8986.33902,1209.9,66746,101901,126,916061000,4.01,23.94,13724.5827465316
2008,1100304,"Amazônia",8986.33902,1253,68405,89015,132,1148345000,5.53,23.6,16787.4424384182
2009,1100304,"Amazônia",8986.33902,1258.3,69866,92180,104,1244988000,4.61,23.8,17819.6547676982
2010,1100304,"Amazônia",8986.33902,1262.1,76202,94648,93,1447187000,5.85,24.27,18991.4569171413
2011,1100304,"Amazônia",8986.33902,1268,77937,95623,75,1491477000,4.79,23.95,19136.956772778
2012,1100304,"Amazônia",8986.33902,1276.2,79616,99636,118,1797976000,3.9,23.8,22583.0988745981
2013,1100304,"Amazônia",8986.33902,1283.1,87727,105138,91,2011515000,4.52,23.38,22929.2578111642
2014,1100304,"Amazônia",8986.33902,1289.7,89797,111404,87,2124668000,6.37,23.63,23660.7904495696
2015,1100304,"Amazônia",8986.33902,1303.4,91801,120620,76,2185475000,3.18,24.11,23806.6578795438
2016,1100304,"Amazônia",8986.33902,1315.6,93745,125403,93,2421840000,4.7,23.92,25834.337831351
2017,1100304,"Amazônia",8986.33902,1329.1,95630,119810,83,2523712000,5.7,23.68,26390.3795879954
2018,1100304,"Amazônia",8986.33902,1342.7,97448,124463,78,2720979000,4.33,23.25,27922.3688531319
2019,1100304,"Amazônia",8986.33902,1359.5,99854,132312,85,2832738000,4.89,22.36,28368.7984457308
2020,1100304,"Amazônia",8986.33902,1375.4,102211,142155,48,3152560000,NA,NA,30843.6469655908
2021,1100304,"Amazônia",8986.33902,1391.6,104517,131267,49,4215046000,NA,NA,40328.8077537625
2022,1100304,"Amazônia",8986.33902,1398.6,95599,164264,88,NA,NA,NA,NA
2023,1100304,"Amazônia",8986.33902,1403.9,NA,NA,NA,NA,NA,NA,NA
2004,1100320,"Amazônia",7456.13113,1570,31185,201217,13652,127354000,5.47,25.18,4083.82235048902
2005,1100320,"Amazônia",7456.13113,1633.4,30082,223897,13654,137040000,3.73,25.29,4555.54816833987
2006,1100320,"Amazônia",7456.13113,1651.4,31198,229183,14245,147255000,5.98,25.15,4720.01410346817
2007,1100320,"Amazônia",7456.13113,1668.5,22622,277182,14238,158873000,4.18,25.11,7022.9422685881
2008,1100320,"Amazônia",7456.13113,1709.7,23283,268155,14240,192747000,4.25,25.17,8278.44349954903
2009,1100320,"Amazônia",7456.13113,1713.5,23201,272969,14231,234784000,3.96,24.92,10119.5638119047
2010,1100320,"Amazônia",7456.13113,1717.3,21828,279618,14203,324476000,3.31,25.45,14865.127359355
2011,1100320,"Amazônia",7456.13113,1722.7,21878,275003,13925,311271000,3.43,25.33,14227.5802175702
2012,1100320,"Amazônia",7456.13113,1735.5,21927,268104,22096,333933000,4.23,25.36,15229.3063346559
2013,1100320,"Amazônia",7456.13113,1743.2,23668,254362,22095,395408000,5.07,24.91,16706.439073855
2014,1100320,"Amazônia",7456.13113,1754.1,23803,256339,22470,411122000,4.39,25.12,17271.8564886779
2015,1100320,"Amazônia",7456.13113,1759,23933,265421,22472,454048000,2.65,25.77,18971.629131325
2016,1100320,"Amazônia",7456.13113,1776.5,24059,256829,22511,514606000,3.77,25.39,21389.3345525583
2017,1100320,"Amazônia",7456.13113,1786.4,24181,247679,20357,633099000,3.28,25.25,26181.671560316
2018,1100320,"Amazônia",7456.13113,1795.3,22931,253377,20487,704874000,3.39,24.69,30738.9123893419
2019,1100320,"Amazônia",7456.13113,1812.2,23005,252173,17577,616830000,4.75,24.3,26812.8667680939
2020,1100320,"Amazônia",7456.13113,1832.7,23077,258493,20672,730643000,NA,NA,31661.0911296962
2021,1100320,"Amazônia",7456.13113,1845.2,23147,262056,19927,905335000,NA,NA,39112.411975634
2022,1100320,"Amazônia",7456.13113,1855.4,21612,296981,18405,NA,NA,NA,NA
2023,1100320,"Amazônia",7456.13113,1861.9,NA,NA,NA,NA,NA,NA,NA
2004,1100338,"Amazônia",10085.67632,2113.6,20333,216403,1109,92732000,5.24,25.42,4560.66492893326
2005,1100338,"Amazônia",10085.67632,2419.9,19496,272639,1113,113906000,3.94,26.05,5842.53180139516
2006,1100338,"Amazônia",10085.67632,2499.1,20343,311212,1121,116144000,4.07,26.02,5709.28574939783
2007,1100338,"Amazônia",10085.67632,2636.4,21162,342839,1138,134075000,4.74,25.85,6335.64880446083
2008,1100338,"Amazônia",10085.67632,2701.4,21650,373544,1500,164807000,4.39,25.75,7612.33256351039
2009,1100338,"Amazônia",10085.67632,2729.9,22337,404432,1596,183340000,4.89,25.82,8207.90616465953
2010,1100338,"Amazônia",10085.67632,2789.1,22546,416240,1720,218431000,4.77,26.42,9688.23738135368
2011,1100338,"Amazônia",10085.67632,2864.9,23142,439615,2044,249369000,4.05,26.22,10775.6028001037
2012,1100338,"Amazônia",10085.67632,2941.3,23719,461573,3832,277775000,4.95,25.97,11711.0755090855
2013,1100338,"Amazônia",10085.67632,3072.9,26227,490298,2737,308322000,3.48,25.74,11755.9004079765
2014,1100338,"Amazônia",10085.67632,3208.2,26925,518311,1877,341402000,4.37,25.6,12679.7400185701
2015,1100338,"Amazônia",10085.67632,3355.1,27600,565040,1766,379824000,3.39,26.12,13761.7391304348
2016,1100338,"Amazônia",10085.67632,3499.3,28255,610056,1782,419534000,3.74,26.18,14848.1330737922
2017,1100338,"Amazônia",10085.67632,3676.5,28891,651221,1316,463144000,2.59,25.92,16030.7362154304
